recovery_deficit_m,exposed_area_m2,deficit_x_exposed,target
3.04,11.68,35.48,1
3.87,13.19,51.05,1
3.41,12.65,43.08,1
2.92,10.56,30.84,1
0.98,3.19,3.13,1
0.56,2.61,1.46,0
3.82,13.83,52.82,1
3.17,11.58,36.74,1
0.54,0.5,0.27,1
0.73,2.54,1.85,1
0.31,0.5,0.15,1
3.51,13.39,46.99,1
4.45,16.16,72.0,0
3.57,13.65,48.72,1
2.94,11.04,32.41,1
1.63,7.52,12.23,1
1.48,6.02,8.9,1
0.83,1.68,1.4,0
0.47,0.79,0.37,1
2.24,8.57,19.24,0
0.38,0.7,0.26,0
2.89,8.61,24.86,1
3.86,15.73,60.68,1
3.87,15.29,59.2,1
3.32,13.03,43.26,1
3.36,12.28,41.25,1
0.1,0.72,0.07,0
0.14,0.5,0.07,1
1.01,3.99,4.02,1
3.84,13.86,53.23,1
3.32,13.85,46.03,1
4.22,14.76,62.22,0
0.1,1.37,0.14,0
3.7,14.07,52.01,1
0.34,0.9,0.31,1
0.4,1.64,0.65,0
2.48,10.02,24.88,1
3.31,13.67,45.24,1
1.51,5.98,9.03,0
2.96,10.52,31.11,1
3.78,14.41,54.45,1
0.61,3.77,2.3,1
0.1,1.46,0.15,0
0.1,1.11,0.11,0
0.42,2.23,0.93,0
3.97,15.66,62.22,0
2.97,12.2,36.19,1
3.58,13.24,47.43,1
4.33,15.39,66.7,1
3.23,12.33,39.85,0
0.35,0.69,0.24,0
2.11,7.18,15.15,0
2.52,9.0,22.67,1
1.39,7.27,10.11,1
0.55,2.21,1.22,0
0.1,0.67,0.07,0
0.31,0.5,0.15,1
3.8,12.96,49.2,0
4.0,14.56,58.31,0
2.93,12.28,35.99,1
2.88,11.22,32.32,1
0.49,2.34,1.15,1
3.62,14.34,51.91,1
1.17,3.96,4.63,0
0.1,1.49,0.15,0
5.11,18.91,96.59,0
0.1,1.5,0.15,0
0.46,2.1,0.96,0
0.1,0.5,0.05,1
0.66,1.89,1.24,1
2.7,8.84,23.89,1
2.63,10.93,28.78,1
0.91,3.45,3.16,1
0.1,0.5,0.05,1
0.64,2.73,1.74,1
0.43,1.21,0.52,1
4.19,14.74,61.76,1
0.93,4.88,4.54,0
2.64,10.11,26.65,1
0.85,2.99,2.54,1
0.25,0.64,0.16,1
3.58,12.38,44.3,0
0.1,0.5,0.05,0
1.55,6.92,10.73,0
0.64,2.05,1.31,0
3.01,11.46,34.49,1
1.06,2.39,2.54,0
0.17,0.5,0.09,0
3.98,15.61,62.16,1
2.0,7.91,15.85,0
0.62,3.77,2.34,1
0.71,3.78,2.69,0
3.25,12.15,39.43,1
3.9,15.18,59.17,1
3.07,11.42,35.07,1
0.77,4.58,3.53,1
0.49,2.76,1.34,0
1.19,4.66,5.55,0
3.17,12.21,38.71,1
1.09,5.31,5.8,1
2.87,11.36,32.58,1
0.93,4.79,4.46,0
2.65,8.32,22.05,1
1.72,6.89,11.83,1
4.14,15.31,63.38,1
3.55,14.89,52.86,1
0.1,1.62,0.16,1
1.79,6.81,12.16,0
0.74,4.06,3.02,1
1.39,6.72,9.36,0
1.58,6.08,9.63,1
1.05,5.95,6.22,1
1.28,4.83,6.18,1
3.5,13.13,45.96,1
0.77,3.6,2.76,0
3.37,12.54,42.3,1
0.69,2.68,1.84,0
3.5,14.42,50.44,1
4.55,17.3,78.68,1
0.36,0.5,0.18,0
0.95,3.89,3.68,1
5.31,19.63,104.24,1
2.28,9.34,21.28,1
3.38,13.4,45.31,0
1.22,5.81,7.09,1
0.44,2.41,1.06,0
5.12,20.35,104.27,1
4.01,14.69,58.82,1
0.1,1.02,0.1,0
0.65,4.06,2.65,0
1.94,6.83,13.25,0
3.57,15.01,53.6,1
3.45,12.66,43.67,1
0.1,0.5,0.05,0
0.13,0.74,0.1,0
3.28,13.03,42.72,1
3.32,13.34,44.27,1
4.4,15.93,70.04,1
0.1,0.73,0.07,1
3.8,13.9,52.85,0
1.29,3.69,4.75,0
3.63,13.04,47.26,1
0.91,2.85,2.59,1
0.69,3.04,2.09,1
3.58,14.53,52.02,0
0.48,0.65,0.31,0
3.75,14.53,54.5,1
3.09,10.8,33.37,1
0.65,2.97,1.93,0
0.43,1.14,0.49,0
0.1,0.5,0.05,0
0.51,2.58,1.32,0
0.1,0.5,0.05,0
5.29,19.84,104.91,1
0.1,0.5,0.05,0
0.1,1.14,0.11,0
0.24,1.56,0.37,1
0.54,2.07,1.13,1
0.67,1.33,0.89,0
1.16,5.36,6.2,0
1.5,5.18,7.79,1
3.72,13.79,51.37,1
4.05,17.24,69.85,1
3.54,12.9,45.7,1
3.02,12.07,36.45,1
2.9,11.47,33.27,0
1.22,4.93,6.0,0
4.99,19.2,95.91,1
2.64,10.34,27.32,0
1.51,5.95,8.98,1
1.78,6.71,11.91,1
4.55,18.51,84.3,1
1.03,2.85,2.92,1
0.39,2.29,0.89,1
4.24,16.78,71.15,0
0.8,3.61,2.9,0
0.61,3.22,1.97,0
1.74,6.54,11.4,1
0.1,0.5,0.05,1
2.15,8.11,17.42,0
3.04,10.75,32.66,1
0.1,0.5,0.05,0
1.01,2.85,2.88,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
1.17,2.55,2.99,1
1.06,4.58,4.84,0
0.67,4.31,2.88,0
0.32,1.71,0.55,0
0.4,1.37,0.56,1
3.53,13.36,47.1,1
1.01,3.49,3.51,1
3.66,13.98,51.17,1
3.67,13.92,51.07,1
2.76,9.83,27.14,1
0.19,2.08,0.4,1
0.57,0.96,0.55,1
2.91,11.63,33.84,1
0.13,0.5,0.06,0
0.1,1.9,0.19,0
0.18,0.94,0.17,0
1.69,6.14,10.39,1
0.22,0.64,0.14,0
2.69,10.25,27.57,1
0.55,1.16,0.63,0
3.95,14.4,56.87,0
1.98,6.09,12.05,0
1.85,6.29,11.63,0
1.02,3.94,4.01,1
0.82,3.35,2.75,1
1.07,2.47,2.63,1
0.52,1.86,0.97,1
2.88,11.41,32.93,1
3.44,12.94,44.49,1
1.75,6.14,10.75,1
0.1,0.5,0.05,0
3.02,11.05,33.41,0
0.31,0.68,0.21,0
2.21,8.53,18.83,0
3.03,13.37,40.53,1
0.5,1.3,0.65,0
0.98,3.47,3.4,0
0.41,1.52,0.63,0
3.67,13.38,49.05,1
4.86,19.34,93.95,1
2.82,8.84,24.97,0
3.02,11.07,33.46,1
0.25,1.62,0.41,0
3.32,12.36,40.99,1
3.93,14.26,55.99,1
3.4,13.27,45.08,1
4.02,15.99,64.25,1
0.74,2.99,2.21,1
4.39,16.02,70.27,1
1.48,6.0,8.91,0
0.23,0.54,0.12,1
3.45,13.71,47.34,1
0.61,3.52,2.17,0
1.98,5.45,10.79,0
0.48,1.91,0.91,1
4.66,16.3,75.9,1
1.17,6.4,7.5,1
0.58,1.82,1.06,1
3.98,15.71,62.5,1
3.8,14.42,54.8,1
0.95,2.96,2.81,1
0.1,0.5,0.05,0
0.1,1.65,0.16,1
2.89,11.76,34.04,0
3.74,15.77,58.98,1
0.11,0.5,0.06,0
3.16,12.25,38.76,1
0.1,0.5,0.05,0
1.19,4.31,5.14,1
2.83,9.91,28.03,1
3.43,13.11,45.0,0
1.13,3.68,4.17,1
0.1,0.73,0.07,1
0.95,3.74,3.56,1
4.49,17.3,77.68,1
1.52,7.1,10.77,1
1.47,5.55,8.16,1
0.77,3.52,2.7,0
2.87,12.54,35.96,1
0.73,3.81,2.77,1
0.52,2.91,1.52,0
0.33,1.01,0.33,0
0.52,2.14,1.1,0
2.78,9.52,26.47,1
3.22,12.63,40.63,1
0.53,2.25,1.2,1
3.11,11.82,36.71,1
0.1,1.2,0.12,1
0.1,0.5,0.05,0
3.64,15.16,55.24,1
4.04,16.06,64.83,0
1.19,4.48,5.35,0
2.71,10.19,27.65,1
3.02,11.87,35.9,1
3.64,15.03,54.64,1
0.86,3.34,2.86,1
4.68,17.89,83.69,1
0.46,1.75,0.8,0
2.63,11.41,29.97,1
0.68,2.28,1.54,1
0.5,1.89,0.95,1
3.09,12.91,39.88,1
0.28,1.19,0.34,0
3.53,14.33,50.64,1
0.49,1.12,0.54,1
0.1,0.5,0.05,0
2.42,10.37,25.04,1
3.95,14.48,57.25,1
2.71,10.17,27.55,1
0.1,0.59,0.06,0
0.16,0.5,0.08,0
1.8,6.5,11.68,1
0.15,0.65,0.1,1
4.34,16.51,71.59,1
3.18,13.12,41.75,1
3.11,13.05,40.6,1
0.37,0.71,0.26,0
3.88,14.85,57.67,1
3.26,12.92,42.07,1
0.93,4.74,4.4,1
2.88,11.53,33.24,1
4.4,16.94,74.48,1
0.1,0.91,0.09,1
0.1,0.92,0.09,0
1.01,3.11,3.16,1
2.79,10.76,30.02,1
0.16,1.78,0.29,1
0.15,0.5,0.07,1
1.23,4.79,5.92,1
0.64,2.24,1.43,1
3.99,13.31,53.11,1
4.08,15.51,63.23,1
2.11,8.24,17.36,0
0.72,2.34,1.69,1
0.1,0.5,0.05,0
0.28,0.5,0.14,1
2.72,10.96,29.86,1
3.03,13.08,39.62,1
5.31,21.27,112.86,1
3.08,10.61,32.63,1
0.1,1.06,0.11,0
3.36,12.24,41.16,1
0.57,1.71,0.98,0
1.29,4.55,5.89,1
3.78,14.91,56.31,1
0.1,1.15,0.11,0
0.1,0.5,0.05,0
3.94,14.92,58.8,1
1.52,6.13,9.3,1
3.39,13.34,45.21,1
2.31,9.73,22.49,1
3.64,12.8,46.54,1
0.1,0.5,0.05,1
3.75,13.38,50.13,1
3.36,12.73,42.75,0
0.1,0.5,0.05,0
3.2,12.14,38.91,1
0.68,1.94,1.32,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.21,0.71,0.15,1
3.6,13.34,48.04,0
0.92,2.97,2.75,1
1.28,5.91,7.54,1
3.53,12.73,44.92,1
0.51,3.06,1.55,1
0.48,3.12,1.49,0
4.42,15.25,67.46,1
0.1,0.5,0.05,1
3.06,11.31,34.61,1
2.68,7.86,21.09,1
2.73,9.22,25.15,1
3.37,13.41,45.16,1
1.25,6.38,8.0,0
2.92,11.82,34.5,1
2.11,8.29,17.52,1
2.93,11.12,32.61,1
3.31,13.91,46.0,1
0.1,2.1,0.21,0
0.52,1.52,0.8,1
0.79,1.42,1.12,1
0.38,0.5,0.19,1
0.1,1.44,0.14,0
0.41,1.52,0.63,1
3.63,13.94,50.57,1
3.39,11.44,38.73,1
3.29,11.9,39.13,0
3.23,12.03,38.8,0
0.1,0.55,0.05,0
1.2,4.23,5.05,0
0.1,0.5,0.05,1
1.48,5.01,7.44,1
2.6,10.85,28.23,1
0.1,0.58,0.06,1
0.89,3.87,3.43,0
0.1,0.5,0.05,0
0.18,0.5,0.09,1
3.57,13.13,46.83,1
2.36,8.27,19.49,1
1.03,4.19,4.32,0
3.87,17.34,67.12,0
3.25,12.92,42.07,1
1.51,7.94,12.01,0
2.91,11.5,33.45,1
3.45,12.59,43.41,1
3.27,12.7,41.54,1
4.52,18.6,84.1,1
3.77,15.81,59.67,1
3.16,11.56,36.56,1
2.85,11.03,31.41,1
2.18,7.16,15.63,1
0.53,2.67,1.41,1
0.81,4.3,3.47,0
0.2,0.81,0.17,1
0.15,0.5,0.08,0
0.22,1.14,0.25,1
3.06,11.97,36.63,0
2.76,10.56,29.15,1
0.98,3.87,3.79,1
3.94,14.82,58.36,0
0.1,1.18,0.12,0
4.21,16.6,69.98,1
1.27,4.06,5.17,1
3.44,12.25,42.13,1
1.3,4.73,6.14,0
1.25,5.33,6.65,0
2.73,10.5,28.67,0
0.6,1.77,1.06,0
3.02,11.69,35.31,1
3.35,12.46,41.75,1
4.53,17.92,81.22,1
3.37,13.08,44.12,1
3.33,12.41,41.36,1
2.27,8.8,19.93,1
0.54,3.11,1.69,1
1.92,6.84,13.15,0
3.77,14.66,55.3,1
3.26,12.32,40.14,1
0.61,2.66,1.63,0
3.35,12.22,40.97,1
3.37,12.88,43.33,1
3.58,14.49,51.85,1
1.1,3.45,3.8,0
3.11,10.77,33.54,1
3.03,10.49,31.8,1
0.1,0.5,0.05,0
3.97,15.57,61.86,1
2.86,9.74,27.84,0
3.66,13.68,50.07,1
1.74,7.1,12.36,0
1.02,4.22,4.32,0
3.93,14.61,57.37,0
0.64,2.6,1.68,0
1.32,5.09,6.7,0
1.93,7.17,13.85,1
3.26,12.23,39.91,1
4.55,19.08,86.83,1
4.39,17.34,76.18,1
3.35,14.7,49.19,1
0.89,3.0,2.68,0
4.02,15.19,60.99,1
3.62,12.69,45.92,1
3.22,11.6,37.37,1
2.93,12.66,37.11,1
0.31,0.76,0.24,1
2.89,12.52,36.16,1
0.59,1.24,0.73,1
0.23,0.5,0.12,0
2.65,9.78,25.87,0
0.81,3.02,2.44,1
1.97,8.24,16.26,0
4.58,17.77,81.39,0
1.2,4.21,5.04,1
2.44,9.17,22.38,1
3.38,12.57,42.45,1
0.1,0.5,0.05,1
4.2,15.25,64.09,0
0.8,3.87,3.11,0
3.67,12.47,45.71,1
3.42,14.29,48.85,1
3.09,11.49,35.54,1
0.1,0.5,0.05,0
1.47,6.16,9.04,0
3.11,13.01,40.44,1
1.02,4.76,4.85,0
3.69,14.41,53.09,1
3.97,15.95,63.28,0
0.31,0.5,0.15,1
0.1,0.5,0.05,1
0.33,0.52,0.17,1
1.43,6.41,9.16,0
0.66,2.19,1.43,0
4.6,18.14,83.39,1
3.16,12.42,39.2,1
1.09,3.44,3.73,1
3.41,12.49,42.57,1
0.1,1.42,0.14,0
0.17,0.5,0.08,0
3.1,11.86,36.71,1
0.63,1.75,1.09,1
3.44,12.82,44.08,1
3.0,11.37,34.11,1
1.49,5.04,7.51,1
0.94,2.8,2.64,1
1.19,4.75,5.65,1
4.37,15.94,69.71,1
0.1,0.5,0.05,0
2.75,9.68,26.58,1
0.64,2.37,1.52,0
3.11,12.55,38.98,1
1.03,5.12,5.27,0
1.32,4.45,5.89,0
2.92,12.83,37.53,1
3.22,11.45,36.9,1
4.62,18.41,85.0,1
4.8,17.67,84.87,1
4.57,16.69,76.34,1
3.63,13.21,48.0,1
0.41,1.51,0.62,0
1.04,4.4,4.57,1
4.06,15.97,64.86,1
2.93,10.38,30.4,1
0.47,1.0,0.47,1
0.15,0.5,0.07,1
3.38,12.76,43.16,1
2.97,11.11,32.99,1
1.08,3.34,3.6,1
4.13,15.92,65.77,1
0.84,4.98,4.16,1
0.89,2.98,2.66,0
0.34,0.96,0.33,1
3.07,12.12,37.25,1
1.71,6.06,10.39,1
2.4,9.67,23.24,1
0.57,1.58,0.9,0
1.05,5.46,5.74,1
4.36,16.83,73.28,1
0.25,0.5,0.13,0
0.1,0.5,0.05,1
4.34,16.09,69.84,0
3.64,14.92,54.3,1
0.98,2.72,2.67,1
0.51,1.4,0.71,0
2.77,10.06,27.83,1
3.85,14.62,56.31,1
1.69,6.19,10.43,0
3.9,13.64,53.25,1
0.62,2.03,1.25,0
0.9,3.36,3.04,1
0.1,0.5,0.05,1
0.51,2.47,1.25,1
0.24,1.66,0.4,0
3.28,12.4,40.66,1
3.39,13.07,44.32,1
0.1,0.5,0.05,0
3.11,11.49,35.76,1
1.01,4.62,4.65,1
0.74,2.46,1.81,0
0.1,0.5,0.05,0
0.25,2.78,0.7,1
1.69,7.87,13.3,1
1.21,4.97,6.01,1
4.86,19.4,94.35,0
0.42,0.5,0.21,0
2.91,10.42,30.33,1
0.49,1.48,0.72,0
2.75,10.26,28.23,1
3.27,12.04,39.37,1
0.31,0.5,0.15,0
3.94,15.28,60.23,1
3.96,15.48,61.31,1
3.07,12.94,39.71,1
3.1,11.14,34.54,1
2.82,10.02,28.24,1
3.06,9.48,29.01,1
1.25,4.5,5.62,1
0.67,3.25,2.16,0
0.1,0.5,0.05,0
2.15,9.87,21.2,0
0.54,1.85,1.0,0
0.1,0.5,0.05,0
0.5,0.81,0.41,1
1.48,5.85,8.67,0
2.35,7.36,17.32,1
3.44,13.64,47.0,1
0.69,3.19,2.19,1
1.58,7.08,11.16,0
1.01,3.01,3.03,1
1.22,4.78,5.86,0
3.24,12.76,41.31,1
0.32,1.56,0.5,0
2.65,9.37,24.82,1
3.27,10.5,34.32,1
4.26,16.46,70.06,0
1.29,4.77,6.13,1
1.69,5.95,10.03,1
0.1,0.99,0.1,0
0.62,2.3,1.42,1
2.86,9.8,27.98,1
3.13,10.33,32.3,1
0.1,0.5,0.05,1
4.21,17.91,75.39,1
0.34,1.88,0.65,1
3.17,12.21,38.78,1
4.52,17.04,77.03,1
3.73,13.97,52.05,1
3.22,13.17,42.42,1
3.15,11.59,36.54,0
3.67,14.4,52.85,1
3.48,12.96,45.17,1
0.37,2.96,1.1,1
0.18,1.28,0.23,1
1.57,6.98,10.99,1
0.21,0.5,0.11,1
0.1,1.23,0.12,0
1.15,4.11,4.7,0
0.1,0.5,0.05,1
0.82,4.44,3.65,0
0.46,0.91,0.42,1
2.86,11.03,31.52,1
1.63,6.53,10.63,1
2.1,8.4,17.63,0
2.89,10.63,30.73,1
3.68,15.65,57.61,1
1.96,6.4,12.52,0
0.1,1.55,0.15,1
3.2,13.13,42.0,1
1.55,7.41,11.48,0
0.43,0.5,0.21,0
1.15,3.67,4.22,0
0.38,2.65,1.02,1
0.1,0.5,0.05,1
0.85,1.96,1.67,1
0.47,1.39,0.65,0
0.43,1.78,0.76,1
1.78,8.03,14.27,0
0.62,2.21,1.37,1
3.7,13.57,50.2,1
3.83,14.8,56.68,1
3.76,14.66,55.12,0
0.1,0.73,0.07,0
0.67,2.42,1.63,0
3.67,12.37,45.38,0
0.1,0.5,0.05,1
0.9,4.55,4.1,1
3.73,14.33,53.48,0
2.97,11.03,32.78,1
4.51,18.04,81.41,1
0.98,2.81,2.74,0
2.34,8.72,20.4,1
1.24,4.84,6.02,1
3.41,12.61,43.02,1
1.14,4.42,5.05,1
0.41,1.42,0.58,0
0.67,1.41,0.94,1
0.1,0.53,0.05,0
3.67,12.88,47.23,1
1.42,5.53,7.84,0
1.13,5.37,6.05,0
4.67,17.53,81.93,0
0.51,1.0,0.51,0
4.06,15.34,62.38,1
1.52,5.1,7.75,0
2.18,8.76,19.11,1
0.1,0.5,0.05,0
1.22,6.01,7.34,1
0.68,3.5,2.36,1
3.54,13.35,47.3,1
3.62,14.35,52.01,1
2.14,7.8,16.66,1
0.83,3.19,2.65,0
3.33,12.37,41.18,1
0.23,1.48,0.34,1
0.96,4.79,4.59,1
3.29,13.12,43.12,1
2.18,9.03,19.7,1
1.17,5.17,6.04,1
1.48,6.05,8.94,0
2.75,9.53,26.18,1
0.31,2.52,0.77,1
1.48,7.06,10.42,0
1.5,5.52,8.3,0
2.6,9.59,24.94,1
0.1,0.87,0.09,0
1.77,7.16,12.67,0
3.14,11.77,36.98,1
2.75,9.45,25.99,1
3.1,12.02,37.23,0
0.64,2.86,1.82,0
3.37,13.38,45.08,1
3.05,11.89,36.31,1
0.1,0.5,0.05,0
2.69,11.03,29.71,1
0.38,1.5,0.57,1
1.45,5.12,7.41,1
1.22,4.5,5.49,1
1.44,4.06,5.84,0
0.91,3.31,3.0,0
1.5,6.25,9.37,1
0.63,2.66,1.67,1
4.16,17.03,70.87,1
3.59,13.43,48.23,0
2.84,11.18,31.72,1
4.13,16.33,67.43,1
4.93,20.6,101.54,0
1.53,5.91,9.01,1
4.31,15.56,67.12,0
1.48,6.3,9.33,1
2.51,11.04,27.75,0
0.65,2.2,1.42,1
2.53,10.3,26.12,1
2.96,12.23,36.2,1
1.15,5.18,5.95,1
3.21,12.3,39.52,1
1.15,3.81,4.39,1
1.28,4.78,6.1,0
3.35,13.1,43.87,1
0.18,1.41,0.25,1
1.26,5.04,6.33,1
0.97,3.39,3.29,0
1.39,5.73,7.96,0
1.0,4.47,4.45,1
4.45,17.23,76.73,0
1.19,3.87,4.62,1
0.16,0.5,0.08,0
0.65,3.24,2.12,1
3.42,11.89,40.64,1
4.76,16.41,78.13,1
0.1,1.59,0.16,0
3.51,13.75,48.26,0
0.89,3.88,3.46,1
4.0,14.35,57.41,1
4.98,19.52,97.22,1
1.09,4.36,4.75,1
3.79,13.12,49.67,1
1.16,5.56,6.47,0
3.58,13.74,49.23,1
0.98,3.39,3.31,0
0.78,2.68,2.1,0
2.83,9.13,25.79,0
1.26,5.24,6.58,1
3.9,15.01,58.5,1
5.85,22.06,128.94,1
3.4,13.93,47.3,1
2.78,9.44,26.21,1
0.73,2.31,1.7,0
2.94,10.48,30.75,1
0.62,2.15,1.34,0
1.65,6.31,10.4,0
4.19,16.25,68.0,1
0.36,1.09,0.39,1
0.96,2.95,2.83,1
1.09,5.5,6.01,1
1.73,8.5,14.69,0
1.87,7.22,13.5,0
0.1,0.5,0.05,0
6.33,25.23,159.66,1
3.02,10.33,31.22,1
1.63,5.93,9.66,0
3.08,11.16,34.43,0
3.26,11.45,37.32,0
2.53,9.4,23.8,1
0.18,0.5,0.09,1
1.66,6.34,10.55,0
2.63,10.01,26.32,0
3.55,12.98,46.0,1
0.69,2.33,1.61,0
2.3,8.56,19.68,0
1.18,5.12,6.02,1
0.7,2.54,1.78,0
0.77,3.58,2.75,0
3.42,13.47,46.08,1
2.89,11.43,33.02,1
3.02,12.58,37.96,1
3.35,11.85,39.76,1
1.95,7.03,13.7,1
5.05,20.58,103.84,0
4.58,17.2,78.81,0
5.29,17.87,94.61,1
0.53,1.84,0.97,0
3.81,14.57,55.46,1
0.75,0.74,0.56,1
0.53,3.08,1.63,1
4.36,15.99,69.72,1
0.1,0.64,0.06,0
0.76,2.72,2.07,1
3.92,13.86,54.31,0
0.98,2.87,2.81,1
1.0,3.05,3.05,0
1.62,7.03,11.39,1
0.17,0.52,0.09,1
0.68,2.16,1.46,0
1.25,4.01,5.01,0
4.58,18.35,84.02,0
0.95,4.79,4.57,0
0.1,1.33,0.13,0
0.1,0.77,0.08,0
1.99,7.78,15.44,1
0.1,0.5,0.05,0
1.57,5.78,9.09,0
4.69,17.27,80.93,1
0.12,0.5,0.06,1
0.1,1.23,0.12,0
0.45,1.17,0.53,1
3.48,14.19,49.43,1
0.1,1.09,0.11,0
0.68,3.02,2.04,1
3.15,12.46,39.23,1
0.13,0.5,0.06,0
0.84,4.66,3.9,0
3.0,11.43,34.3,1
1.15,4.6,5.27,1
4.29,15.77,67.58,1
1.17,3.7,4.32,0
1.44,5.84,8.38,1
0.95,3.78,3.59,0
2.27,8.0,18.19,0
1.23,3.53,4.35,0
1.68,5.37,9.02,0
0.81,4.03,3.26,1
1.26,4.3,5.42,0
3.43,12.75,43.67,1
0.82,4.26,3.48,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
2.97,10.66,31.61,0
0.61,3.6,2.18,0
3.1,13.39,41.55,1
0.72,3.33,2.39,1
1.46,6.17,8.99,1
1.66,5.83,9.66,0
0.21,2.35,0.49,1
2.04,7.98,16.33,1
3.96,15.73,62.25,0
0.69,2.55,1.76,1
2.94,10.97,32.29,0
0.24,2.24,0.54,1
2.86,11.31,32.37,1
4.57,18.51,84.51,1
2.76,10.67,29.41,1
1.5,5.01,7.51,0
4.98,18.46,91.95,1
0.1,0.5,0.05,1
2.89,10.48,30.29,1
0.37,0.51,0.19,0
0.98,4.67,4.56,1
0.1,0.5,0.05,0
1.46,5.68,8.31,0
3.71,14.34,53.2,1
0.31,0.7,0.21,0
0.73,3.95,2.89,1
0.54,1.17,0.64,1
0.98,3.94,3.86,0
1.21,4.81,5.85,1
2.06,7.77,15.96,1
3.29,11.48,37.83,1
2.69,10.93,29.42,1
1.59,6.65,10.6,0
0.74,2.26,1.66,1
0.42,2.15,0.9,0
3.15,12.26,38.62,1
2.4,8.09,19.38,1
3.83,13.87,53.14,1
0.54,2.95,1.59,0
2.31,9.04,20.92,1
2.74,9.96,27.27,1
0.96,2.95,2.82,1
2.8,10.24,28.71,1
3.54,13.09,46.3,1
3.62,13.08,47.37,1
3.04,10.16,30.91,0
0.71,3.61,2.56,0
0.1,1.16,0.12,0
3.52,12.35,43.44,1
4.4,16.83,74.06,1
2.88,10.23,29.48,1
1.06,3.81,4.02,0
0.7,2.38,1.67,1
4.32,16.06,69.29,0
0.7,4.28,3.01,0
3.1,11.41,35.34,1
4.32,15.79,68.26,1
0.32,0.6,0.19,0
0.1,1.22,0.12,0
0.97,2.37,2.3,1
0.89,2.75,2.44,0
1.66,7.48,12.43,0
2.7,10.46,28.24,1
3.56,13.7,48.8,1
0.59,3.93,2.3,1
0.36,1.56,0.56,1
3.06,11.08,33.94,1
3.03,11.28,34.13,1
3.46,12.25,42.4,1
3.67,14.97,54.99,1
1.36,5.62,7.63,1
0.38,2.33,0.87,0
0.22,1.79,0.39,0
0.1,0.5,0.05,0
2.98,10.56,31.44,0
1.29,4.85,6.23,0
1.55,5.18,8.01,0
0.46,1.87,0.85,0
0.56,3.05,1.71,1
3.14,11.8,37.03,1
1.66,6.44,10.7,0
2.23,8.38,18.66,1
0.97,4.33,4.2,1
2.96,10.72,31.72,1
0.89,1.64,1.47,0
4.57,17.74,81.03,1
0.15,1.37,0.21,1
3.83,14.89,56.98,1
3.11,11.29,35.07,1
0.41,0.67,0.28,1
0.1,0.78,0.08,0
0.85,3.33,2.82,0
1.89,7.08,13.38,0
1.92,8.77,16.88,1
3.03,10.76,32.63,1
3.43,14.45,49.54,1
3.02,11.49,34.65,1
3.62,12.28,44.46,1
1.55,5.74,8.88,1
0.86,4.02,3.45,0
1.83,6.66,12.18,1
0.92,2.32,2.14,0
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.21,1.18,0.24,1
4.14,16.36,67.79,1
1.19,3.69,4.4,0
3.76,13.71,51.47,1
3.65,14.48,52.84,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
2.83,9.83,27.87,1
0.55,2.38,1.31,1
0.43,1.89,0.82,0
0.71,2.16,1.53,0
3.11,11.82,36.73,0
3.75,15.47,57.99,1
0.1,0.5,0.05,1
1.2,2.98,3.57,1
4.83,18.72,90.39,1
0.1,0.5,0.05,0
2.14,7.56,16.15,1
0.1,0.9,0.09,1
3.59,14.31,51.4,1
1.28,3.11,3.99,1
0.1,0.5,0.05,1
1.0,5.65,5.64,1
2.96,11.73,34.76,1
3.26,12.92,42.09,0
2.11,8.95,18.86,1
2.55,9.7,24.72,1
0.9,4.06,3.66,1
0.99,4.33,4.27,1
3.58,14.05,50.37,1
4.54,16.99,77.13,0
5.22,19.99,104.39,0
3.84,14.13,54.32,1
4.31,16.38,70.56,0
1.41,4.43,6.26,0
0.75,2.21,1.66,0
0.9,3.2,2.89,1
4.15,15.02,62.34,1
1.39,4.87,6.76,1
3.6,13.55,48.79,1
0.78,3.28,2.56,1
0.39,2.24,0.88,1
1.25,4.4,5.52,1
0.44,2.73,1.2,1
0.39,2.23,0.87,0
0.1,0.78,0.08,0
3.7,14.18,52.47,1
2.3,8.98,20.61,1
1.41,6.29,8.84,1
3.57,14.55,51.99,1
3.39,13.95,47.27,0
1.38,5.27,7.26,1
0.26,1.45,0.38,1
0.1,1.45,0.15,1
0.26,0.5,0.13,0
0.1,0.5,0.05,1
3.49,13.26,46.22,1
0.1,1.1,0.11,0
3.39,13.61,46.14,1
0.72,2.56,1.85,1
1.1,2.99,3.3,0
3.54,13.64,48.25,0
2.82,10.0,28.23,1
3.71,12.92,47.95,1
1.48,4.6,6.81,1
0.1,0.64,0.06,1
0.1,1.47,0.15,1
1.35,5.16,6.96,0
3.53,13.58,47.92,1
0.1,1.33,0.13,1
0.16,0.5,0.08,0
0.21,1.22,0.26,0
2.75,10.43,28.67,0
0.1,0.83,0.08,0
3.79,14.03,53.26,1
1.43,4.78,6.85,1
1.31,5.07,6.62,1
0.44,2.99,1.32,1
1.16,5.08,5.88,0
0.49,1.47,0.72,1
2.62,8.89,23.33,0
3.62,12.41,44.93,0
3.6,14.74,53.09,0
